-40.35,175.65,1,1
-40.35,175.65,1,1
49.470919,-112.94025,2,1
49.470919,-112.94025,3,1
40.83333333,-104.7166667,4,1
42.08333333,116.2833333,1,1
42.08333333,116.2833333,2,1
42.08333333,116.2833333,3,1
42.03333333,105.95,1,1
-22.28333333,117.6666667,1,2
42.03333333,116.2833333,1,3
42.45,116.6666667,1,2
31.68333333,103.8833333,1,3
41.18333333,-104.9,2,1
41.18333333,-104.9,4,1
35.9,-84.33333333,4,1
41.18333333,-104.9,2,1
41.18333333,-104.9,4,1
-42.7,147.2666667,2,1
-42.7,147.2666667,4,1
-35.36666667,149.2166667,2,1
-35.36666667,149.2166667,4,1
37.4,-122.2333333,4,1
45,-93,1,1
45,-93,4,1
41.35,36.25,1,1
39.08333333,-96.58333333,1,1
33.624,-117.755,1,1
34.98333333,-97.51666667,2,1
50.85,5.9,1,1
31.68333333,103.8833333,1,3
36.81666667,-2.25,3,4
37,-2.433333333,3,4
37.08333333,-2.35,3,4
34.96666667,-97.51666667,2,1
37.4,-122.2166667,4,1
37.4,-122.2333333,4,1
39.08333333,-96.58333333,1,1
45.71666667,3.016666667,1,1
34.96666667,-97.51666667,2,1
34.96666667,-97.51666667,3,1
39.08333333,-96.58333333,3,1
34.96666667,-97.51666667,2,1
42.03333333,116.2833333,2,1
37.61666667,101.2,2,3
-45.68333333,-70.26666667,3,1
43.43333333,115.5333333,3,1
44.48333333,117.2,3,1
40.4,-86.9,1,1
40.4,-86.9,3,1
39.25,-121.2833333,3,1
43.48333333,-119.7166667,3,1
39.08333333,-96.58333333,3,1
39.08333333,-96.58333333,3,1
40.01666667,116.4666667,1,1
40.01666667,116.4666667,3,1
44.8,116.0333333,3,1
-25.75,28.26666667,1,1
-25.75,28.26666667,3,1
45.78333333,3.083333333,1,1
45.78333333,3.083333333,3,1
44.08333333,123.9333333,1,1
44.08333333,123.9333333,3,1
44.28333333,87.93333333,1,1
44.28333333,87.93333333,3,1
42.03333333,116.2833333,1,1
42.03333333,116.2833333,3,1
42.88333333,83.7,1,3
42.88333333,83.7,3,3
34.96666667,-97.51666667,2,1
47.45,8.683333333,3,1
47.45,8.683333333,4,1
